 frequency equalLoudness70
 500 71.46935891207048
 500.3500350035004 71.46621256304306
 500.7000700070007 71.4630683434617
 501.0501050105011 71.45992625976443
 501.4001400140014 71.45678631838925
 501.7501750175018 71.45364852577416
 502.1002100210021 71.45051288835718
 502.4502450245025 71.44737941257631
 502.8002800280028 71.44424810486959
 503.1503150315032 71.44111897167498
 503.5003500350035 71.43799201943054
 503.8503850385039 71.43486725457424
 504.2004200420042 71.43174468354411
 504.5504550455046 71.42862431277817
 504.9004900490049 71.42550614871439
 505.2505250525052 71.42239019779082
 505.6005600560056 71.41927646644545
 505.9505950595059 71.41616496111631
 506.3006300630063 71.41305568824137
 506.6506650665066 71.40994865425867
 507.000700070007 71.40684386560622
 507.3507350735073 71.40374132872202
 507.7007700770077 71.40064105004407
 508.050805080508 71.3975430360104
 508.4008400840084 71.39444729305902
 508.7508750875087 71.39135382762792
 509.1009100910091 71.38826264615513
 509.4509450945094 71.38517375507864
 509.8009800980098 71.38208716083648
 510.1510151015102 71.37900286986664
 510.5010501050105 71.37592088860714
 510.8510851085109 71.37284122349598
 511.2011201120112 71.36976388097119
 511.5511551155116 71.36668886747077
 511.9011901190119 71.36361618943273
 512.2512251225122 71.36054585329506
 512.6012601260126 71.35747786549581
 512.9512951295129 71.35441223247295
 513.3013301330133 71.35134896066451
 513.6513651365136 71.34828805650849
 514.001400140014 71.34522952644292
 514.3514351435143 71.34217337690579
 514.7014701470147 71.3391196143351
 515.051505150515 71.33606824516889
 515.4015401540154 71.33301927584515
 515.7515751575157 71.32997271280189
 516.1016101610161 71.32692856247712
 516.4516451645164 71.32388683130887
 516.8016801680168 71.32084752573512
 517.1517151715171 71.31781065219388
 517.5017501750175 71.31477621712318
 517.8517851785178 71.31174422696103
 518.2018201820182 71.30871468814543
 518.5518551855185 71.30568760711438
 518.9018901890189 71.3026629903059
 519.2519251925193 71.29964084415801
 519.6019601960196 71.2966211751087
 519.95199519952 71.29360398959599
 520.3020302030203 71.2905892940579
 520.6520652065207 71.28757709493242
 521.002100210021 71.28456739865756
 521.3521352135214 71.28156021167135
 521.7021702170217 71.27855554041177
 522.0522052205221 71.27555339131686
 522.4022402240224 71.27255377082462
 522.7522752275228 71.26955668537305
 523.1023102310231 71.26656214140016
 523.4523452345235 71.26357014534396
 523.8023802380238 71.26058070364249
 524.1524152415242 71.25759382273371
 524.5024502450245 71.25460950905567
 524.8524852485249 71.25162776904635
 525.2025202520252 71.24864860914379
 525.5525552555256 71.24567203578596
 525.9025902590259 71.2426980554109
 526.2526252625263 71.23972667445662
 526.6026602660266 71.23675789936112
 526.952695269527 71.23379173656241
 527.3027302730274 71.23082819249849
 527.6527652765277 71.2278672736074
 528.0028002800281 71.22490898632712
 528.3528352835284 71.22195333709567
 528.7028702870288 71.21900033235106
 529.052905290529 71.2160499785313
 529.4029402940293 71.2131022820744
 529.7529752975297 71.21015724941836
 530.1030103010301 71.2072148870012
 530.4530453045304 71.20427520126094
 530.8030803080308 71.20133819863557
 531.1531153115311 71.1984038855631
 531.5031503150315 71.19547226848155
 531.8531853185318 71.19254335382892
 532.2032203220322 71.18961714804324
 532.5532553255325 71.1866936575625
 532.9032903290329 71.18377288882471
 533.2533253325332 71.18085484826788
 533.6033603360336 71.17793954233004
 533.9533953395339 71.17502697744918
 534.3034303430343 71.17211716006331
 534.6534653465346 71.16921009661044
 535.003500350035 71.16630579352858
 535.3535353535353 71.16340425725575
 535.7035703570357 71.16050549422994
 536.053605360536 71.15760951088919
 536.4036403640364 71.15471631367147
 536.7536753675367 71.15182590901482
 537.1037103710371 71.14893830335724
 537.4537453745374 71.14605350313674
 537.8037803780378 71.14317151479133
 538.1538153815382 71.14029234475903
 538.5038503850385 71.13741599947782
 538.8538853885389 71.13454248538575
 539.2039203920392 71.13167180892079
 539.5539553955396 71.12880397652097
 539.9039903990399 71.12593899462431
 540.2540254025403 71.12307686966879
 540.6040604060406 71.12021760809245
 540.954095409541 71.11736121633328
 541.3041304130413 71.11450770082929
 541.6541654165417 71.1116570680185
